TimeGenerated,Computer,EventID,Account,AccountType,LogonType,IpAddress,LogonProcessName,TargetLogonId,SubjectAccount,TargetAccount,TargetServerName,ProcessName,NewProcessName,CommandLine,WorkstationName
2026-07-16T13:26:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,3,10.42.27.78,Kerberos,0xB90B5A4,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-16T13:31:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,3,10.42.12.94,Kerberos,0x897E529,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-16T13:35:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\r.kaur,User,2,10.42.20.31,Kerberos,0x21518BF,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-16T14:24:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,3,10.42.30.109,Kerberos,0xFF6391E,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-16T14:29:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,10,10.42.23.37,Kerberos,0xDD2787C,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-16T14:41:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,3,10.42.40.124,Kerberos,0xCAD7E5C,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-16T14:49:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,2,10.42.33.107,Kerberos,0x7DF2BE9,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-16T15:01:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,2,10.42.10.171,Kerberos,0xB451704,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-16T15:16:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,2,10.42.27.246,Kerberos,0xC30E3BC,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-16T15:30:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,10,10.42.14.119,Kerberos,0x3ED85DB,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-16T15:32:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\a.oyelaran,User,2,10.42.18.191,Kerberos,0x874FBCC,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-16T16:19:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\k.abebe,User,3,10.42.28.37,Kerberos,0x1B87AAE,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-16T16:39:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,3,10.42.36.212,Kerberos,0x8E24C2B,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-16T16:44:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,3,10.42.25.9,Kerberos,0x643997F,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-16T16:55:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,10,10.42.33.234,Kerberos,0x29C5D88,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-16T17:30:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\t.silvestri,User,3,10.42.26.140,Kerberos,0x75D6338,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-16T17:30:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\r.kaur,User,3,10.42.25.94,Kerberos,0x5C14896,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-16T17:35:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,3,10.42.21.154,Kerberos,0x5A04DFF,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T05:15:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\t.silvestri,User,3,10.42.15.16,Kerberos,0x7F3B6C3,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-17T05:26:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\a.oyelaran,User,2,10.42.33.50,Kerberos,0xD759EC7,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T07:12:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,3,10.42.28.128,Kerberos,0x58845CC,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T07:45:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\k.abebe,User,3,10.42.40.236,Kerberos,0x30635E3,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T08:10:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,2,10.42.39.194,Kerberos,0xC9D3298,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T08:37:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.10.171,Kerberos,0x7BD7C5E,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T08:41:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,3,10.42.24.153,Kerberos,0x5B9EE4A,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T09:00:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.15.50,Kerberos,0xDB9BA82,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T09:34:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\j.okafor,User,10,10.42.34.59,Kerberos,0xD94B078,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-17T09:34:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,2,10.42.23.24,Kerberos,0xBE6726F,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T09:38:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,10,10.42.38.239,Kerberos,0xCE64F71,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T09:44:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,10,10.42.19.234,Kerberos,0x26D0BD3,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T10:20:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\t.silvestri,User,3,10.42.28.22,Kerberos,0x383BDDE,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-17T10:28:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.15.76,Kerberos,0x61E5535,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T10:51:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\a.oyelaran,User,3,10.42.35.176,Kerberos,0x343EBFA,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T11:06:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,2,10.42.38.219,Kerberos,0x6520C26,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T11:12:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,10,10.42.29.68,Kerberos,0x5571BF,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T11:18:26.0000000Z,NSH-RSCH-SRV07,4624,NORTHSTAR\r.kaur,User,3,10.42.21.5,Kerberos,0xF35B9D8,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-SRV07,C:\Windows\System32\lsass.exe,,,NSH-RSCH-SRV07
2026-07-17T11:48:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,2,10.42.17.64,Kerberos,0x34C80BC,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T11:49:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,2,10.42.26.21,Kerberos,0x3BB6515,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T11:51:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.38.53,Kerberos,0x5778879,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T12:13:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\k.abebe,User,10,10.42.21.3,Kerberos,0xF4F556C,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-17T12:28:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,3,10.42.16.16,Kerberos,0xBA30B5,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T13:33:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,2,10.42.19.180,Kerberos,0x5635B3C,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T13:37:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\t.silvestri,User,3,10.42.27.225,Kerberos,0x8E66335,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T13:44:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,3,10.42.34.37,Kerberos,0xEF1BF69,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T13:45:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,2,10.42.36.27,Kerberos,0x3EC285F,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T13:51:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\t.silvestri,User,2,10.42.29.89,Kerberos,0xF2E6D23,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T14:04:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\k.abebe,User,3,10.42.26.60,Kerberos,0x1E0682E,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T14:15:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,3,10.42.23.203,Kerberos,0x8AB11AE,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T14:24:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,10,10.42.26.234,Kerberos,0xE0CF7BB,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-17T14:45:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\t.silvestri,User,10,10.42.16.217,Kerberos,0xAE6977E,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-17T15:05:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,3,10.42.37.7,Kerberos,0x53D4523,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T15:12:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,2,10.42.31.233,Kerberos,0x8FCA9F8,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-17T15:31:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.36.186,Kerberos,0xD944D2C,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T15:46:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\j.okafor,User,3,10.42.20.91,Kerberos,0xAB6D2E0,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-17T15:50:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,10,10.42.26.33,Kerberos,0xA113FE3,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-17T15:57:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\r.kaur,User,3,10.42.13.137,Kerberos,0x824028C,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-17T16:12:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,10,10.42.35.152,Kerberos,0xB2FFA9D,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T16:26:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,3,10.42.25.34,Kerberos,0xEA6E10C,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T16:30:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,2,10.42.22.175,Kerberos,0x13CDCBE,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-17T16:37:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,10,10.42.23.123,Kerberos,0xD10DC69,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T17:11:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\k.abebe,User,10,10.42.11.95,Kerberos,0x3746312,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-17T17:22:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,3,10.42.28.166,Kerberos,0x5754C50,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-17T17:33:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,10,10.42.18.5,Kerberos,0xB4A262E,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-18T05:31:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,3,10.42.40.12,Kerberos,0x629ED98,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
